"Y","E1","E2","E3","E4","E5","E6","E7","E8","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30"
7227.6264816559,4.50906901408889,6.6292000356518,6.84292566186931,4.76414585898174,3.642717802339,4.10409674348175,6.5438826274422,6.40940491141037,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
6807.78155264675,4.75158480088096,4.91053432173903,4.53219342861262,6.0219375681682,5.8109659228676,2.38201219820153,5.02632790829925,5.88312858472657,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
4852.70475943423,5.13550944367057,3.91780385108535,6.49198423936807,2.78281480994714,6.49180526073257,5.99253258354908,4.62583716859629,5.16669249305839,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1
8441.44425437072,4.97061589704201,3.420557760082,6.46802900746181,5.43680741875405,6.47136080472381,4.92593329670634,4.49417459422256,3.48134014902456,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
3745.20100445144,4.51315056004694,4.88530806478366,4.92896278760323,4.49223260225848,5.79431050810168,4.54064521141841,5.54919517338149,4.39075200962904,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8721.3364434262,5.2049375648948,4.60087938377318,5.19075591641959,6.21382132276016,5.50554457842345,6.03293573546027,1.91710824022339,6.54374762503303,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1
7574.77077092347,4.60538239573168,4.77307119534942,2.78199006296734,5.99028937121823,4.75502622008995,6.18898553206428,6.86631300123965,5.30045582609571,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
7510.23682750211,6.87704723221621,7.12283361282394,3.5860885806384,4.77106705753283,5.03549236124344,5.8806573984933,5.11125552361795,5.40986204800807,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12728.8789850944,6.0052556191785,5.11839566514623,5.16397808339711,5.49011910305966,3.5651925749075,6.74631236418718,5.05661796690816,5.23062199817869,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
4872.63784643632,4.55476861442973,4.63274127539284,3.33216420153985,5.176066665533,4.57893774335793,3.64302518900649,3.64784930473167,3.49256732954596,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4050.48652738472,2.54368054489868,5.1655376250095,5.92620202773683,4.57034441533529,6.04082208021377,3.71918538320722,3.72611822510057,3.30105962601586,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
8726.52689405407,4.82576656402297,4.71134668933858,4.22181525816503,4.35733680169459,4.51954767212801,4.43545098381697,4.54158003711046,5.08714673860397,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0
7080.8394320821,4.56064475210507,5.02710476294508,5.16476139075329,6.59612173670147,3.16428707722864,5.79685837017743,4.66292772073063,4.98171937318406,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1
6839.45679032886,5.02221888164501,6.87796334172572,6.21043837578283,5.87241676258302,2.42669417927511,4.6154176529203,3.4098360769742,5.95687490457159,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
9174.60057573339,6.4435091847486,3.8061543124301,5.19311245587797,3.54583647378491,5.16372142535892,5.67454310596551,6.47956911244451,4.77864206276344,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5235.97279334397,5.03820230607297,4.41899259272904,6.3667367807092,4.52111408609786,5.81759422277168,3.35582434825546,5.36674476821649,5.36609685764972,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
7463.32455305718,6.15966907173182,5.45822553654645,5.15521500602977,4.52393375867303,5.53953471107686,4.64115095674642,5.37020387746951,5.71282177921588,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5578.8478872113,4.07858078374674,3.22234437491495,2.58306697361188,4.73589221187671,5.95535292284896,6.29041404194881,6.2045631209499,6.78719081192332,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8162.05145257829,6.30835376917701,5.9205965485871,6.01959570313166,6.49699894277651,4.72126959340261,4.44654408007814,3.40413551666741,4.002030102489,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
7765.4702292273,5.16321721650742,5.56121582024554,3.68039797599359,4.96814707672811,6.05953943289482,5.20071978596052,4.97788799705549,6.54060911821216,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1
2053.03981783569,4.70099126061354,5.72932926575749,4.90182470418838,6.38268240066167,4.87440344715728,4.32276623038627,5.2434832125611,5.54154849184449,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5273.64801350598,4.85467599698871,4.84087838960964,4.77498714355378,2.92467662587457,4.3142636730249,6.01007506327332,5.52719499733397,2.92922095368757,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5324.29381312002,4.47377289191394,4.4306983291329,3.45201900656811,6.58189749640949,5.50027802908789,5.1031654486606,5.41574984015763,4.24354485862149,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0
12291.7877681297,5.85481376019979,5.55488605086035,5.57935906521591,4.72956034685269,4.86002771455444,5.27061983287172,5.43126530577721,6.15978278183162,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
5532.99558804335,5.78015137750485,4.5424409813162,4.66211267041346,5.68726031384701,4.66776115683985,7.34629490044785,5.70927890610744,5.27178062377755,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0
4235.95215106733,3.98689660771589,5.63489051748885,5.5976599891649,3.74848650151471,6.81503717163224,5.36597483541745,3.35381150254172,5.25066088943575,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1
8134.12548527257,4.55547260183009,6.72345988223349,5.29536232537889,4.70107817802313,4.78694233900574,4.6369053771374,3.72716308622191,6.09692374594045,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
9759.46259691687,5.71097697313951,3.09427167784257,5.43268720307015,4.39989454031801,5.59772315840928,5.82839270747496,4.98506841781854,4.62499280446445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4745.05974863703,3.38930736963279,5.75632941476398,5.28654379229819,5.46839625735253,4.98285780290073,4.91538570987469,5.06380191510044,4.312913284087,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
4228.79549278824,4.41153532964183,5.78399224416347,5.09572244336303,4.06614222853318,5.83408168360834,3.09334226276979,3.85875937547899,4.51611842949685,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
9368.28687304653,3.45653031788291,4.86960931976004,6.58891280504373,5.19830110265096,3.66091300818878,4.91158326377477,5.20117587305343,3.71449579647852,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
12875.6579913107,5.23169444163195,5.30560397775979,7.16682684513393,4.85599866560323,4.24226938778917,4.78142260890324,4.81771196542656,4.55320462344767,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5811.92494812412,4.00533859538628,5.68865008532882,7.08598862686662,5.19587655242412,2.20683358810007,5.61363023254956,5.38496755449736,7.00030320986448,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6497.63276583652,5.34538668211125,7.01628454830104,5.16104263912214,5.71779573260348,5.52859390527814,3.83576180753283,6.37311239094645,6.12267144136847,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6961.01800108579,6.06728451267107,4.05973508912853,4.76967727371064,3.79364090950916,5.45911890995535,4.4040882804984,6.26134312877442,4.68303357919952,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
4881.81667803495,3.3618707257526,3.61085186823163,6.27422023096375,3.83506908523434,5.55456176302173,4.04598933284397,4.67563705705233,6.24889685069548,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1
6956.55167543114,4.66242772088767,3.15065001093889,8.22766744133394,6.88085747165025,5.01641363020288,4.93369455386761,6.06488557017334,4.39818928252625,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7905.88970266701,5.23538484689455,4.13314038678903,5.68486808532841,4.88686122494016,4.50828325608202,4.35978249321764,5.02879102794863,4.66898227543853,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
6595.96123278654,3.34662849983572,5.2656036985044,5.89004338929685,6.12097995750044,3.89416545018346,5.86946154722938,5.76368253919235,4.72963589918842,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
4044.03159189212,5.50349980703981,2.74310193954869,4.32158998450598,3.77356074638286,3.99254202560828,4.46388432838533,4.81640385229158,5.33521729896032,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
5389.29838319011,4.0485274304379,5.46850195099634,4.53925256035189,4.89348560062867,4.76588987816839,3.80233940523251,6.36112326601409,3.42586940811126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
7408.14205794356,7.07090682552846,4.41688504621477,4.76734780735302,6.72308188770418,5.50358505385884,4.29860919775043,3.56675704404996,3.75709564451466,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0
7606.66324860971,7.09679710285886,6.68210729661445,4.58921375400165,3.20515053564063,5.19142525523407,5.60859451465059,6.4425533445686,4.71706218234402,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
7255.66737515264,5.10718825439951,4.4519901740752,4.742278975603,5.66928418800789,3.2688793404372,5.18670463933834,5.4173550093755,4.54684300446798,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
6779.53930324521,5.62544017641479,4.37026589463955,4.58789400433067,4.18596426899543,5.07699824412097,4.67882996441143,3.99880556038883,3.88349085572155,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
5214.72059800149,5.0652294023723,4.60122032502553,4.72534940668182,3.5054670641086,3.86467914382242,4.65624719279377,5.28217808513525,4.43439400924956,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
8491.60080628299,6.64488191146202,4.6827723859279,6.46293022352101,4.98955658188612,4.35034509701014,5.6670382293975,5.16044814630306,5.27165144097338,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
7436.58226107076,4.95548533019787,5.66159471422714,4.98427648306568,5.14028192794293,4.23661901162646,5.29546549876915,4.70880493318538,5.20673229013655,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
5717.96758946857,3.92751669785029,4.02778174487851,3.65012084552146,6.07312843097225,4.33491278224563,5.02748597610795,5.48468133277806,5.47427544864756,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0
3636.63230827281,4.83578347814262,5.81765548955499,4.12511663956158,5.41902768724217,3.94879840328403,5.24073017297262,4.48152846985375,4.28072339415848,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9453.85596451436,4.7458541626126,5.88121747659968,5.05190405239146,5.13674785884342,5.27473902636785,6.00919596273621,3.02855704677638,5.49323652332359,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3840.07240630818,4.7881440858979,6.12633437655083,5.69773956854078,6.08781527208705,4.91813841148277,4.93933809367312,4.35845838975859,5.86964882955096,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
7904.52847706851,6.10549525957366,6.05620111403706,3.88890468572517,3.27561902115661,4.92868697880412,4.56474555434996,3.83097822648006,4.94667848379322,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6943.2900244748,6.41278869968374,4.76732868415526,3.75590635211312,3.65455346548167,3.89561342749167,3.91784432531528,6.52866656027707,5.41860333405157,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5682.2836330801,5.06147282555124,5.85311997886634,5.87358083284146,3.93870667470933,4.80961100833535,4.25168780373011,5.96372852601116,3.03136497188038,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
5185.14645225522,4.48191591051642,6.18426899656804,3.98420289577386,5.31850652090997,4.82180536277227,3.0975874633504,4.30180456753413,4.23126779369635,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
8220.67443200553,4.60418010222874,4.37764937257016,3.88699856729145,4.98061555665471,6.3222279200266,5.05952932363474,4.78902084370499,4.52286311164904,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
8116.55725887229,8.15814767430195,5.09093322441057,5.58690825102105,4.67772641473208,5.82456405987038,4.16816174979357,3.90562126158851,5.07113899285394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8582.82524927153,5.05970284418864,6.72476016881487,5.43200905915898,6.03603989353486,4.33200148486416,6.33671760504541,4.27632368599822,3.29071275027403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
5099.96414470282,5.55843744165432,5.2300530186285,5.47074994181613,6.24471225344193,5.14156283712023,5.0364619015215,2.41845950000728,6.1320210492142,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
6843.83366501043,5.41499748428739,3.77130442521308,4.95129933604407,5.78577616369031,5.30902338608622,4.90900521694372,5.48490894820728,6.23651064142656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
4137.18682048085,3.96397503502989,6.82048978466399,4.24680904091124,3.74116706539268,4.86631431303818,5.12634531476654,5.66219607737812,5.21520076533038,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0
7217.3624013413,4.92834406082084,6.47774644950827,6.06981095743189,5.30547977999592,6.0698200073472,4.73965742785265,5.7991817041861,3.11766751483952,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0
7935.39583285372,6.84090781445104,5.5282414472471,4.28717949413127,4.21320440350033,6.15365779005221,4.21067441856691,5.46929952074499,4.64296659525392,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
8509.20756096476,4.47794668777142,5.5484688022005,5.15340479734404,4.78506074854124,2.55631476762139,5.41054836596519,3.95209661717061,3.75585483938444,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
14139.5628185256,6.98994703847827,4.83080291263821,5.2492042642191,6.27399157605696,4.26559188153983,5.45789632189493,3.74606361482937,5.58163130839368,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
8508.45027287808,4.11723512622908,6.23529929427626,6.65678121695155,3.77120814019479,6.9511600976704,5.88708633988475,4.7049050771961,4.85349873975427,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
4745.45270988222,3.72186723591728,4.86256755180235,6.56553320783729,5.21007950035777,4.32758035632071,5.18779747726227,6.41033854545497,7.00713720024229,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0
9569.50023577149,5.22955677347146,5.81046453620585,6.59652673105134,3.31574357053145,5.08458824635247,5.52494978192935,4.81184686296805,6.53563567260713,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
8199.6119725156,5.94752538535283,4.30601786475818,4.9209900358881,4.76983993193166,4.88647305750683,4.76002394805954,6.60871514104442,3.5371859265981,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
7165.25308668564,4.54947415450307,2.61519507836756,4.59716307842555,5.25001611584571,7.07423623501662,5.90725037489415,6.51483769325081,4.10615351204723,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1
3893.77215669024,4.84890716579707,5.77197778063489,4.83609949279625,4.64576406908611,4.55988195564894,2.98003353840436,4.6373678606392,5.1305992120426,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1
3555.18954893023,4.62327504748166,6.69119277201769,6.04523532135202,5.96133481078512,6.14323544738782,3.21377088531255,5.2398094221452,5.99109846473814,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
1668.93369810571,3.4112346544672,6.52308496668755,3.36126848861258,3.68809677554794,4.8421273173162,4.4151383794188,6.83858231282943,3.66732093319397,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7133.5057126156,5.85450177728285,3.88701878140087,5.05117852200145,4.05659230656539,4.96071888381983,6.16778028993213,3.67740511503564,5.02270717603975,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0
8848.79638549047,7.37514363321176,5.94356884816126,3.87944837944647,5.37268926192347,5.20101124643593,3.93316358295426,6.67259323911311,3.44477815772018,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
3477.14433085324,5.95919396315423,4.23450974771504,3.64201444453443,6.20172093241078,3.45470533439819,4.13938920838505,3.60517888775376,4.21452187208292,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
6466.38370075119,3.74912825892059,2.97467814796608,5.1799429571755,6.07745812358409,5.25656345931845,4.20631464434894,5.21944801536327,5.09088298360342,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5601.57524749332,3.10844360752013,3.45344107477644,4.68973953785032,5.28843342723163,4.24280226428796,4.94593243433559,3.72556625453987,5.76837470234366,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
